,index,Emotion,Statement
3273,581,anger,"I had an argument with my mother because I criticized the rules  
she imposes at home, which are too rigid and arbitrary for me."
3274,1199,disgust,"When I saw hundreds of snakes twisting over one another in a  
movie."
3275,6158,sadness,"When another fellow worker decided to leave the company. We had  
been very close and we would not be able to work with eachother  
any longer."
3276,6230,sadness,[ When I feel that I have made a mistake.]
3277,4549,joy,Having received an offer to do post-graduate work.
3278,4850,joy,"When I got to know that I had passed the university entrance  
exam.  I thought that I had done one of the exams badly."
3279,6263,sadness,When I was told that my father had passed away.
3280,3243,guilt,Little contact with my father before he died.
3281,1096,disgust,Grovelling people.
3282,4107,guilt,"I felt guilty when I was given a prize which belonged to someone  
else."
3283,2431,fear,First day at University (I didn't know what to expect).
3284,1825,disgust,"When a girl I knew aborted and threw the seven month foetus in a  
man-hole."
3285,5832,sadness,"When someone I was close to became a paranoid schizophrenic and I  
was unable to see this person because of the situation."
3286,5178,joy,"The joy came to me when I heard that I was going to start a  
Medical course at the Lilongwe School for Health Sciences."
3287,1603,disgust,People who discriminate other people disgust me.
3288,73,anger,"I missed the train and had to wait for the next for two hours.  
For this reason I missed an appointment which had been very  
important for me."
3289,860,anger,"Despite our good performance and excellent results the management  
refused to meet our demands."
3290,5988,sadness,"I received a letter from some friends, who do not live in Madrid,  
telling me that they would not come on holiday.  I had arranged  
everythiing for them."
3291,4842,joy,"After the funeral of an acquaintance I felt very depressed. That  
feeling turned into joy when I heard that I had achieved a good  
grade for an examination."
3292,5555,sadness,A person died (not really a friend).
3293,5711,sadness,When I felt alone and without love.
3294,1056,anger,"When I learnt that a friend of mine had talked about me to  
another friend and had said wrong things about my abilities and  
attitudes.  I was very angry."
3295,6478,shame,When I did not buy what I had promised to.
3296,2687,fear,"Sitting alone in a quiet room, concetrating on things happening  
around you. Thoughts come into my mind which make me afraid."
3297,2793,fear,"When my brother hit his head and lost consciousness at the sports  
practice.  For some time he could not remember what had happened  
but he recovered later."
3298,633,anger,"I gave some personal information to a friend of mine, and he told  
it to some others who were implicated in the affair."
3299,7426,shame,Not getting the reference paper.
3300,27,anger,"I had a very heavy work load and two colleagues, whom I have  
nothing against, disturbed me by ""terror ringing"", i.e  
continously interrupting me by telephoning."
3301,5763,sadness,"Summer, heavy rain, storm - I was standing with my face stick to  
the window: the childhood, something was going away forever this  
summer, I was leaving my home, I was going to study in another  
town, for the first time I was leaving my parents, friends, I had  
to manage myself, a long and loved period of my life was over - I  
was crying."
3302,2870,fear,"I was at home and we were sleeping when we heard some robbers  
breaking into our house."
3303,314,anger,"My ex-boyfriend began to date my best friend. After they had been  
seeing each other, I found out that he had been sleeping with  
another girl, without my friend knowing, I told my friend what he  
had been doing behind her back."
3304,19,anger,Being treated unfairly.
3305,3754,guilt,"I saved up money for a good purpose. As I also have to organise a  
party I am afraid there will rest only a little money for the  
good purpose I feel guilty about this."
3306,1553,disgust,"When a close relative got quite drunk. It was a relative that I  
had respected for a long time and looked up to as a child."
3307,5844,sadness,"This sounds really predictable and usual but it was absolutely  
heart-rending at the time. My first lover (I was 15) just rang up  
one day and announced that he had found another woman. I never  
saw him again and it hurt because I was positive that it was  
""TRUE LOVE"" !!"
3308,2292,fear,"I had been watching a TV-program on paranormal phenomena.  At  
night I could not fall off to sleep as I feared that humanoids  
were on the move."
3309,2624,fear,Watched a horror movie which involved sexual attacks on women.
3310,7136,shame,"When I told a girl that I could not take her out that night as I  
was entertaining my mother who had come from home.  However, I  
later met this girl with another girlfriend at a hostel where I  
had taken out another girlfriend of mine."
3311,1112,disgust,"In a warm bus full of people, someone vomited and the whole bus  
stank."
3312,1598,disgust,"When my friend who was drunk insulted me in public for no reason at  
all."
3313,3062,fear,"Fear came towards the end of May when the P.T.S. results were out  
after hearing the failure of my fellow three friends."
3314,2380,fear,"I had to go to the dentist's. When he touched my tooth with his  
drill, I was terribly aftaid of the pain I would feel any moment."
3315,1092,disgust,When a dog is left whining outside a shop.
3316,2644,fear,"A large german shepherd dog ran and barked at me (he didn't bite  
fortunately)."
3317,3257,guilt,"By mistake I took a book from the library which was not supposed  
to be loaned out."
3318,3606,guilt,"I used to pinch change from my father's mantlepiece (never my  
mother - she didn't get enough housekeeping) and then I'd feel  
when we went to church as a family I'd felt awkward cos I felt  
I'm expected to go to communion and I would but I was afraid and  
guilty 'cos I committed a mortal sin."
